aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
blaLEN-154,class A beta-lactamase LEN-154,nan,BETA-LACTAM,beta-lactamase,blaLEN-154
blaLEN-155,class A beta-lactamase LEN-155,nan,BETA-LACTAM,beta-lactamase,blaLEN-155
blaLEN-156,class A beta-lactamase LEN-156,nan,BETA-LACTAM,beta-lactamase,blaLEN-156
blaLEN-157,class A beta-lactamase LEN-157,nan,BETA-LACTAM,beta-lactamase,blaLEN-157
blaLEN-158,class A beta-lactamase LEN-158,nan,BETA-LACTAM,beta-lactamase,blaLEN-158
blaLEN-159,class A beta-lactamase LEN-159,nan,BETA-LACTAM,beta-lactamase,blaLEN-159
blaLEN-16,class A beta-lactamase LEN-16,nan,BETA-LACTAM,beta-lactamase,blaLEN-16
blaLEN-160,class A beta-lactamase LEN-160,nan,BETA-LACTAM,beta-lactamase,blaLEN-160
blaLEN-161,class A beta-lactamase LEN-161,nan,BETA-LACTAM,beta-lactamase,blaLEN-161
blaLEN-162,class A beta-lactamase LEN-162,nan,BETA-LACTAM,beta-lactamase,blaLEN-162
blaLEN-163,class A beta-lactamase LEN-163,nan,BETA-LACTAM,beta-lactamase,blaLEN-163
blaLEN-164,class A beta-lactamase LEN-164,nan,BETA-LACTAM,beta-lactamase,blaLEN-164
blaLEN-165,class A beta-lactamase LEN-165,nan,BETA-LACTAM,beta-lactamase,blaLEN-165
blaLEN-166,class A beta-lactamase LEN-166,nan,BETA-LACTAM,beta-lactamase,blaLEN-166
blaLEN-167,class A beta-lactamase LEN-167,nan,BETA-LACTAM,beta-lactamase,blaLEN-167
blaLEN-168,class A beta-lactamase LEN-168,nan,BETA-LACTAM,beta-lactamase,blaLEN-168
blaLEN-169,class A beta-lactamase LEN-169,nan,BETA-LACTAM,beta-lactamase,blaLEN-169
blaLEN-17,class A beta-lactamase LEN-17,nan,BETA-LACTAM,beta-lactamase,blaLEN-17
blaLEN-170,class A beta-lactamase LEN-170,nan,BETA-LACTAM,beta-lactamase,blaLEN-170
blaLEN-171,class A beta-lactamase LEN-171,nan,BETA-LACTAM,beta-lactamase,blaLEN-171
blaLEN-172,class A beta-lactamase LEN-172,nan,BETA-LACTAM,beta-lactamase,blaLEN-172
blaLEN-173,class A beta-lactamase LEN-173,nan,BETA-LACTAM,beta-lactamase,blaLEN-173
blaLEN-174,class A beta-lactamase LEN-174,nan,BETA-LACTAM,beta-lactamase,blaLEN-174
blaLEN-175,class A beta-lactamase LEN-175,nan,BETA-LACTAM,beta-lactamase,blaLEN-175
blaLEN-176,class A beta-lactamase LEN-176,nan,BETA-LACTAM,beta-lactamase,blaLEN-176
blaLEN-177,class A beta-lactamase LEN-177,nan,BETA-LACTAM,beta-lactamase,blaLEN-177
blaLEN-178,class A beta-lactamase LEN-178,nan,BETA-LACTAM,beta-lactamase,blaLEN-178
blaLEN-179,class A beta-lactamase LEN-179,nan,BETA-LACTAM,beta-lactamase,blaLEN-179
blaLEN-18,class A beta-lactamase LEN-18,nan,BETA-LACTAM,beta-lactamase,blaLEN-18
blaLEN-180,class A beta-lactamase LEN-180,nan,BETA-LACTAM,beta-lactamase,blaLEN-180
blaLEN-181,class A beta-lactamase LEN-181,nan,BETA-LACTAM,beta-lactamase,blaLEN-181
blaLEN-182,class A beta-lactamase LEN-182,nan,BETA-LACTAM,beta-lactamase,blaLEN-182
blaLEN-183,class A beta-lactamase LEN-183,nan,BETA-LACTAM,beta-lactamase,blaLEN-183
blaLEN-184,class A beta-lactamase LEN-184,nan,BETA-LACTAM,beta-lactamase,blaLEN-184
blaLEN-185,class A beta-lactamase LEN-185,nan,BETA-LACTAM,beta-lactamase,blaLEN-185
blaLEN-186,class A beta-lactamase LEN-186,nan,BETA-LACTAM,beta-lactamase,blaLEN-186
blaLEN-187,class A beta-lactamase LEN-187,nan,BETA-LACTAM,beta-lactamase,blaLEN-187
blaLEN-188,class A beta-lactamase LEN-188,nan,BETA-LACTAM,beta-lactamase,blaLEN-188
blaLEN-189,class A beta-lactamase LEN-189,nan,BETA-LACTAM,beta-lactamase,blaLEN-189
blaLEN-19,class A beta-lactamase LEN-19,nan,BETA-LACTAM,beta-lactamase,blaLEN-19
blaLEN-190,class A beta-lactamase LEN-190,nan,BETA-LACTAM,beta-lactamase,blaLEN-190
blaLEN-191,class A beta-lactamase LEN-191,nan,BETA-LACTAM,beta-lactamase,blaLEN-191
blaLEN-192,class A beta-lactamase LEN-192,nan,BETA-LACTAM,beta-lactamase,blaLEN-192
blaLEN-193,class A beta-lactamase LEN-193,nan,BETA-LACTAM,beta-lactamase,blaLEN-193
blaLEN-194,class A beta-lactamase LEN-194,nan,BETA-LACTAM,beta-lactamase,blaLEN-194
blaLEN-195,class A beta-lactamase LEN-195,nan,BETA-LACTAM,beta-lactamase,blaLEN-195
blaLEN-196,class A beta-lactamase LEN-196,nan,BETA-LACTAM,beta-lactamase,blaLEN-196
blaLEN-197,class A beta-lactamase LEN-197,nan,BETA-LACTAM,beta-lactamase,blaLEN-197
blaLEN-198,class A beta-lactamase LEN-198,nan,BETA-LACTAM,beta-lactamase,blaLEN-198
blaLEN-199,class A beta-lactamase LEN-199,nan,BETA-LACTAM,beta-lactamase,blaLEN-199
blaLEN-2,class A beta-lactamase LEN-2,nan,BETA-LACTAM,beta-lactamase,blaLEN-2
blaLEN-20,class A beta-lactamase LEN-20,nan,BETA-LACTAM,beta-lactamase,blaLEN-20
blaLEN-200,class A beta-lactamase LEN-200,nan,BETA-LACTAM,beta-lactamase,blaLEN-200
blaLEN-201,class A beta-lactamase LEN-201,nan,BETA-LACTAM,beta-lactamase,blaLEN-201
blaLEN-202,class A beta-lactamase LEN-202,nan,BETA-LACTAM,beta-lactamase,blaLEN-202
blaLEN-203,class A beta-lactamase LEN-203,nan,BETA-LACTAM,beta-lactamase,blaLEN-203
blaLEN-204,class A beta-lactamase LEN-204,nan,BETA-LACTAM,beta-lactamase,blaLEN-204
blaLEN-205,class A beta-lactamase LEN-205,nan,BETA-LACTAM,beta-lactamase,blaLEN-205
blaLEN-206,class A beta-lactamase LEN-206,nan,BETA-LACTAM,beta-lactamase,blaLEN-206
blaLEN-207,class A beta-lactamase LEN-207,nan,BETA-LACTAM,beta-lactamase,blaLEN-207
blaLEN-208,class A beta-lactamase LEN-208,nan,BETA-LACTAM,beta-lactamase,blaLEN-208
blaLEN-209,class A beta-lactamase LEN-209,nan,BETA-LACTAM,beta-lactamase,blaLEN-209
blaLEN-21,class A beta-lactamase LEN-21,nan,BETA-LACTAM,beta-lactamase,blaLEN-21
blaLEN-210,class A beta-lactamase LEN-210,nan,BETA-LACTAM,beta-lactamase,blaLEN-210
blaLEN-211,class A beta-lactamase LEN-211,nan,BETA-LACTAM,beta-lactamase,blaLEN-211
blaLEN-22,class A beta-lactamase LEN-22,nan,BETA-LACTAM,beta-lactamase,blaLEN-22
blaLEN-23,class A beta-lactamase LEN-23,nan,BETA-LACTAM,beta-lactamase,blaLEN-23
blaLEN-24,class A beta-lactamase LEN-24,nan,BETA-LACTAM,beta-lactamase,blaLEN-24
blaLEN-25,class A beta-lactamase LEN-25,nan,BETA-LACTAM,beta-lactamase,blaLEN-25
blaLEN-26,class A beta-lactamase LEN-26,nan,BETA-LACTAM,beta-lactamase,blaLEN-26
blaLEN-27,class A beta-lactamase LEN-27,nan,BETA-LACTAM,beta-lactamase,blaLEN-27
blaLEN-28,class A beta-lactamase LEN-28,nan,BETA-LACTAM,beta-lactamase,blaLEN-28
blaLEN-30,class A beta-lactamase LEN-30,nan,BETA-LACTAM,beta-lactamase,blaLEN-30
blaLEN-31,class A beta-lactamase LEN-31,nan,BETA-LACTAM,beta-lactamase,blaLEN-31
blaLEN-32,class A beta-lactamase LEN-32,nan,BETA-LACTAM,beta-lactamase,blaLEN-32
blaLEN-34,class A beta-lactamase LEN-34,nan,BETA-LACTAM,beta-lactamase,blaLEN-34
blaLEN-35,class A beta-lactamase LEN-35,nan,BETA-LACTAM,beta-lactamase,blaLEN-35
blaLEN-36,class A beta-lactamase LEN-36,nan,BETA-LACTAM,beta-lactamase,blaLEN-36
blaLEN-37,class A beta-lactamase LEN-37,nan,BETA-LACTAM,beta-lactamase,blaLEN-37
blaLEN-38,class A beta-lactamase LEN-38,nan,BETA-LACTAM,beta-lactamase,blaLEN-38
blaLEN-39,class A beta-lactamase LEN-39,nan,BETA-LACTAM,beta-lactamase,blaLEN-39
blaLEN-40,class A beta-lactamase LEN-40,nan,BETA-LACTAM,beta-lactamase,blaLEN-40
blaLEN-41,class A beta-lactamase LEN-41,nan,BETA-LACTAM,beta-lactamase,blaLEN-41
blaLEN-42,class A beta-lactamase LEN-42,nan,BETA-LACTAM,beta-lactamase,blaLEN-42
blaLEN-43,class A beta-lactamase LEN-43,nan,BETA-LACTAM,beta-lactamase,blaLEN-43
blaLEN-5,class A beta-lactamase LEN-5,nan,BETA-LACTAM,beta-lactamase,blaLEN-5
blaLEN-51,class A beta-lactamase LEN-51,nan,BETA-LACTAM,beta-lactamase,blaLEN-51
blaLEN-55,class A beta-lactamase LEN-55,nan,BETA-LACTAM,beta-lactamase,blaLEN-55
blaLEN-58,class A beta-lactamase LEN-58,nan,BETA-LACTAM,beta-lactamase,blaLEN-58
blaLEN-7,class A beta-lactamase LEN-7,nan,BETA-LACTAM,beta-lactamase,blaLEN-7
blaLEN-8,class A beta-lactamase LEN-8,nan,BETA-LACTAM,beta-lactamase,blaLEN-8
blaLEN-9,class A beta-lactamase LEN-9,nan,BETA-LACTAM,beta-lactamase,blaLEN-9
blaLEN-94,class A beta-lactamase LEN-94,nan,BETA-LACTAM,beta-lactamase,blaLEN-94
blaLEN-95,class A beta-lactamase LEN-95,nan,BETA-LACTAM,beta-lactamase,blaLEN-95
blaLEN-96,class A beta-lactamase LEN-96,nan,BETA-LACTAM,beta-lactamase,blaLEN-96
blaLEN-97,class A beta-lactamase LEN-97,nan,BETA-LACTAM,beta-lactamase,blaLEN-97
blaLEN-98,class A beta-lactamase LEN-98,nan,BETA-LACTAM,beta-lactamase,blaLEN-98
blaLEN-99,class A beta-lactamase LEN-99,nan,BETA-LACTAM,beta-lactamase,blaLEN-99
blaLHK-1,class C beta-lactamase LHK-1,nan,BETA-LACTAM,beta-lactamase,blaLHK-1
blaLHK-2,class C beta-lactamase LHK-2,nan,BETA-LACTAM,beta-lactamase,blaLHK-2
blaLHK-3,class C beta-lactamase LHK-3,nan,BETA-LACTAM,beta-lactamase,blaLHK-3
blaLHK-4,class C beta-lactamase LHK-4,nan,BETA-LACTAM,beta-lactamase,blaLHK-4
blaLHK-5,class C beta-lactamase LHK-5,nan,BETA-LACTAM,beta-lactamase,blaLHK-5
blaLHK-6,class C beta-lactamase LHK-6,nan,BETA-LACTAM,beta-lactamase,blaLHK-6
blaLHK-7,class C beta-lactamase LHK-7,nan,BETA-LACTAM,beta-lactamase,blaLHK-7
blaLMB-1,subclass B3 metallo-beta-lactamase LMB-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaLMB-1
blaLRA-1,LRA1 family class A beta-lactamase,LRA1 family class A beta-lactamase,BETA-LACTAM,beta-lactamase,blaLRA-1
blaLRA-10_fam,LRA10 family class C beta-lactamase,LRA10 family class C beta-lactamase,BETA-LACTAM,beta-lactamase,blaLRA-10_fam
blaLRA-12,LRA12 family subclass B3 metallo-beta-lactamase,LRA12 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-12
blaLRA-17,LRA17 family subclass B3 metallo-beta-lactamase,LRA17 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-17
blaLRA-18_fam,LRA18 family class C beta-lactamase,LRA18 family class C beta-lactamase,BETA-LACTAM,beta-lactamase,blaLRA-18_fam
blaLRA-19,LRA19 family subclass B3 metallo-beta-lactamase,LRA19 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-19
blaLRA-2,LRA2 family subclass B3 metallo-beta-lactamase,LRA2 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-2
blaLRA-3,LRA3 family subclass B3 metallo-beta-lactamase,LRA3 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-3
blaLRA-5,LRA5 family class A beta-lactamase,LRA5 family class A beta-lactamase,BETA-LACTAM,beta-lactamase,blaLRA-5
blaLRA-7,LRA7 family subclass B3 metallo-beta-lactamase,LRA7 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-7
blaLRA-8,LRA8 family subclass B3 metallo-beta-lactamase,LRA8 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-8
blaLRA-9,LRA9 family subclass B3 metallo-beta-lactamase,LRA9 family subclass B3 metallo-beta-lactamase,BETA-LACTAM,metallo-beta-lactamase,blaLRA-9
blaLRG-1,extended-spectrum class A beta-lactamase LRG-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLRG-1
blaLUS-1,class A beta-lactamase LUS-1,nan,BETA-LACTAM,beta-lactamase,blaLUS-1
blaLUT-1,extended-spectrum class A beta-lactamase LUT-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-1
blaLUT-2,class A beta-lactamase LUT-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-2
blaLUT-3,class A beta-lactamase LUT-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-3
blaLUT-4,class A beta-lactamase LUT-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-4
blaLUT-5,class A beta-lactamase LUT-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-5
blaLUT-6,class A beta-lactamase LUT-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaLUT-6
blaM-1,class A beta-lactamase,class A beta-lactamase,BETA-LACTAM,beta-lactamase,blaM-1
blaMAB,MAB family class A beta-lactamase,MAB family class A beta-lactamase,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaMAB
blaMCA,MCA family class C beta-lactamase,MCA family class C beta-lactamase,BETA-LACTAM,beta-lactamase,blaMCA
blaMIM-1,subclass B3 metallo-beta-lactamase MIM-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMIM-1
blaMIR-1,cephalosporin-hydrolyzing class C beta-lactamase MIR-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-1
blaMIR-10,cephalosporin-hydrolyzing class C beta-lactamase MIR-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-10
blaMIR-11,cephalosporin-hydrolyzing class C beta-lactamase MIR-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-11
blaMIR-12,cephalosporin-hydrolyzing class C beta-lactamase MIR-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-12
blaMIR-13,cephalosporin-hydrolyzing class C beta-lactamase MIR-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-13
blaMIR-15,cephalosporin-hydrolyzing class C beta-lactamase MIR-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-15
blaMIR-16,cephalosporin-hydrolyzing class C beta-lactamase MIR-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-16
blaMIR-17,cephalosporin-hydrolyzing class C beta-lactamase MIR-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-17
blaMIR-18,cephalosporin-hydrolyzing class C beta-lactamase MIR-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-18
blaMIR-19,cephalosporin-hydrolyzing class C beta-lactamase MIR-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-19
blaMIR-2,cephalosporin-hydrolyzing class C beta-lactamase MIR-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-2
blaMIR-20,cephalosporin-hydrolyzing class C beta-lactamase MIR-20,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-20
blaMIR-21,cephalosporin-hydrolyzing class C beta-lactamase MIR-21,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-21
blaMIR-22,cephalosporin-hydrolyzing class C beta-lactamase MIR-22,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-22
blaMIR-23,cephalosporin-hydrolyzing class C beta-lactamase MIR-23,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-23
blaMIR-24,cephalosporin-hydrolyzing class C beta-lactamase MIR-24,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-24
blaMIR-25,cephalosporin-hydrolyzing class C beta-lactamase MIR-25,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-25
blaMIR-26,cephalosporin-hydrolyzing class C beta-lactamase MIR-26,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-26
blaMIR-27,cephalosporin-hydrolyzing class C beta-lactamase MIR-27,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-27
blaMIR-28,cephalosporin-hydrolyzing class C beta-lactamase MIR-28,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-28
blaMIR-29,cephalosporin-hydrolyzing class C beta-lactamase MIR-29,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-29
blaMIR-3,cephalosporin-hydrolyzing class C beta-lactamase MIR-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-3
blaMIR-30,cephalosporin-hydrolyzing class C beta-lactamase MIR-30,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-30
blaMIR-31,cephalosporin-hydrolyzing class C beta-lactamase MIR-31,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-31
blaMIR-32,cephalosporin-hydrolyzing class C beta-lactamase MIR-32,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-32
blaMIR-33,cephalosporin-hydrolyzing class C beta-lactamase MIR-33,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-33
blaMIR-34,cephalosporin-hydrolyzing class C beta-lactamase MIR-34,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-34
blaMIR-35,cephalosporin-hydrolyzing class C beta-lactamase MIR-35,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-35
blaMIR-36,cephalosporin-hydrolyzing class C beta-lactamase MIR-36,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-36
blaMIR-37,cephalosporin-hydrolyzing class C beta-lactamase MIR-37,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-37
blaMIR-38,cephalosporin-hydrolyzing class C beta-lactamase MIR-38,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-38
blaMIR-39,cephalosporin-hydrolyzing class C beta-lactamase MIR-39,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-39
blaMIR-4,cephalosporin-hydrolyzing class C beta-lactamase MIR-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-4
blaMIR-5,cephalosporin-hydrolyzing class C beta-lactamase MIR-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-5
blaMIR-6,cephalosporin-hydrolyzing class C beta-lactamase MIR-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-6
blaMIR-7,cephalosporin-hydrolyzing class C beta-lactamase MIR-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-7
blaMIR-9,cephalosporin-hydrolyzing class C beta-lactamase MIR-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMIR-9
blaMOC-1,subclass B1 metallo-beta-lactamase MOC-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMOC-1
blaMOC-2,subclass B1 metallo-beta-lactamase MOC-2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMOC-2
blaCMY-1,class C beta-lactamase CMY-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-1
blaCMY-10,CMY-1/MOX family extended-spectrum class C beta-lactamase CMY-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-10
blaCMY-11,CMY-1/MOX family class C beta-lactamase CMY-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-11
blaCMY-19,CMY-1/MOX family class C beta-lactamase CMY-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-19
blaCMY-8,CMY-1/MOX family extended-spectrum class C beta-lactamase CMY-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-8
blaCMY-8b,CMY-1/MOX family class C beta-lactamase CMY-8b,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-8b
blaCMY-9,CMY-1/MOX family extended-spectrum class C beta-lactamase CMY-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaCMY-9
blaMOX-1,CMY-1/MOX family extended-spectrum class C beta-lactamase MOX-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-1
blaMOX-10,CMY-1/MOX family class C beta-lactamase MOX-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-10
blaMOX-11,CMY-1/MOX family class C beta-lactamase MOX-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-11
blaMOX-12,CMY-1/MOX family class C beta-lactamase MOX-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-12
blaMOX-13,CMY-1/MOX family extended-spectrum class C beta-lactamase MOX-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-13
blaMOX-14,CMY-1/MOX family class C beta-lactamase MOX-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-14
blaMOX-15,CMY-1/MOX family class C beta-lactamase MOX-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-15
blaMOX-16,CMY-1/MOX family class C beta-lactamase MOX-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-16
blaMOX-17,CMY-1/MOX family class C beta-lactamase MOX-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-17
blaMOX-18,CMY-1/MOX family class C beta-lactamase MOX-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-18
blaMOX-19,CMY-1/MOX family class C beta-lactamase MOX-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-19
blaMOX-2,CMY-1/MOX family extended-spectrum class C beta-lactamase MOX-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-2
blaMOX-20,CMY-1/MOX family class C beta-lactamase MOX-20,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-20
blaMOX-21,CMY-1/MOX family class C beta-lactamase MOX-21,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-21
blaMOX-22,CMY-1/MOX family class C beta-lactamase MOX-22,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-22
blaMOX-23,CMY-1/MOX family class C beta-lactamase MOX-23,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-23
blaMOX-24,CMY-1/MOX family class C beta-lactamase MOX-24,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-24
blaMOX-25,CMY-1/MOX family class C beta-lactamase MOX-25,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-25
blaMOX-3,CMY-1/MOX family class C beta-lactamase MOX-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-3
blaMOX-4,CMY-1/MOX family class C beta-lactamase MOX-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-4
blaMOX-5,CMY-1/MOX family class C beta-lactamase MOX-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-5
blaMOX-6,CMY-1/MOX family class C beta-lactamase MOX-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-6
blaMOX-7,CMY-1/MOX family class C beta-lactamase MOX-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-7
blaMOX-8,CMY-1/MOX family class C beta-lactamase MOX-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-8
blaMOX-9,CMY-1/MOX family extended-spectrum class C beta-lactamase MOX-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMOX-9
blaMSI-1,subclass B3 metallo-beta-lactamase MSI-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMSI-1
blaMUN-1,MUN family extended-spectrum class A beta-lactamase MUN-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-1
blaMUN-2,MUN family extended-spectrum class A beta-lactamase MUN-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-2
blaMUN-3,MUN family extended-spectrum class A beta-lactamase MUN-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-3
blaMUN-4,MUN family extended-spectrum class A beta-lactamase MUN-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-4
blaMUN-5,MUN family extended-spectrum class A beta-lactamase MUN-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-5
blaMUN-6,MUN family extended-spectrum class A beta-lactamase MUN-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaMUN-6
blaMUS-1,subclass B1 metallo-beta-lactamase MUS-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMUS-1
blaMUS-2,subclass B1 metallo-beta-lactamase MUS-2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMUS-2
blaMYO-1,subclass B1 metallo-beta-lactamase MYO-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMYO-1
blaMYX-1,subclass B1 metallo-beta-lactamase MYX-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMYX-1
blaMYX-2,subclass B1 metallo-beta-lactamase MYX-2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaMYX-2
blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaNDM-1
blaNDM-10,subclass B1 metallo-beta-lactamase NDM-10,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaNDM-10
blaNDM-11,subclass B1 metallo-beta-lactamase NDM-11,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaNDM-11
blaNDM-12,subclass B1 metallo-beta-lactamase NDM-12,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaNDM-12
blaNDM-13,subclass B1 metallo-beta-lactamase NDM-13,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaNDM-13
